UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,Torque,tool_wear,machine_failure,tool_wear_failure,heat_dissipation_failure,PWF_power_failure,OSF_overstrain_failure,RNF_random_failure,date
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,04/07/2011
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,05/07/2011
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,06/07/2011
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,07/07/2011
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,08/07/2011
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,09/07/2011
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,10/07/2011
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,11/07/2011
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,12/07/2011
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,13/07/2011
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,14/07/2011
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,15/07/2011
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,16/07/2011
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,17/07/2011
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,18/07/2011
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,19/07/2011
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,20/07/2011
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,21/07/2011
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,22/07/2011
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,23/07/2011
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,24/07/2011
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,25/07/2011
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,26/07/2011
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,27/07/2011
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,28/07/2011
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,29/07/2011
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,30/07/2011
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,31/07/2011
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,01/08/2011
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,02/08/2011
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,03/08/2011
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,04/08/2011
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,05/08/2011
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,06/08/2011
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,07/08/2011
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,08/08/2011
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,09/08/2011
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,10/08/2011
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,11/08/2011
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,12/08/2011
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,13/08/2011
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,14/08/2011
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,15/08/2011
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,16/08/2011
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,17/08/2011
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,18/08/2011
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,19/08/2011
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,20/08/2011
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,21/08/2011
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,22/08/2011
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,23/08/2011
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,24/08/2011
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,25/08/2011
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,26/08/2011
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,27/08/2011
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,28/08/2011
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,29/08/2011
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,30/08/2011
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,31/08/2011
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,01/09/2011
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,02/09/2011
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,03/09/2011
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,04/09/2011
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,05/09/2011
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,06/09/2011
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,07/09/2011
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,08/09/2011
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,09/09/2011
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,10/09/2011
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,11/09/2011
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,12/09/2011
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,13/09/2011
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,14/09/2011
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,15/09/2011
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,16/09/2011
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,17/09/2011
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,18/09/2011
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,19/09/2011
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,20/09/2011
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,21/09/2011
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,22/09/2011
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,23/09/2011
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,24/09/2011
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,25/09/2011
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,26/09/2011
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,27/09/2011
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,28/09/2011
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,29/09/2011
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,30/09/2011
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,01/10/2011
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,02/10/2011
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,03/10/2011
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,04/10/2011
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,05/10/2011
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,06/10/2011
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,07/10/2011
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,08/10/2011
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,09/10/2011
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,10/10/2011
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,11/10/2011
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,12/10/2011
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,13/10/2011
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,14/10/2011
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,15/10/2011
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,16/10/2011
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,17/10/2011
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,18/10/2011
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,19/10/2011
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,20/10/2011
1002,L48181,L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,21/10/2011
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,22/10/2011
1004,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,23/10/2011
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,24/10/2011
1006,L48185,L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,25/10/2011
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,26/10/2011
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,27/10/2011
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,28/10/2011
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,29/10/2011
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,30/10/2011
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,31/10/2011
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,01/11/2011
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,02/11/2011
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,03/11/2011
1016,L48195,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,04/11/2011
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,05/11/2011
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,06/11/2011
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,07/11/2011
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,08/11/2011
1021,L48200,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,09/11/2011
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,10/11/2011
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,11/11/2011
1024,L48203,L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,12/11/2011
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,13/11/2011
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,14/11/2011
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,15/11/2011
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,16/11/2011
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,17/11/2011
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,18/11/2011
1031,L48210,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,19/11/2011
1032,L48211,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,20/11/2011
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,21/11/2011
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,22/11/2011
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,23/11/2011
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,24/11/2011
1037,M15896,M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,25/11/2011
1038,H30451,H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,26/11/2011
1039,L48218,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,27/11/2011
1040,L48219,L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,28/11/2011
1041,L48220,L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,29/11/2011
1042,L48221,L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,30/11/2011
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,01/12/2011
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,02/12/2011
1045,L48224,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,03/12/2011
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,04/12/2011
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,05/12/2011
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,06/12/2011
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,07/12/2011
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,08/12/2011
1051,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,09/12/2011
1052,L48231,L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,10/12/2011
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,11/12/2011
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,12/12/2011
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,13/12/2011
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,14/12/2011
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,15/12/2011
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,16/12/2011
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,17/12/2011
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,18/12/2011
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,19/12/2011
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,20/12/2011
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,21/12/2011
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,22/12/2011
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,23/12/2011
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,24/12/2011
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,25/12/2011
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,26/12/2011
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,27/12/2011
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,28/12/2011
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,29/12/2011
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,30/12/2011
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,31/12/2011
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,01/01/2012
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,02/01/2012
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,03/01/2012
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,04/01/2012
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,05/01/2012
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,06/01/2012
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,07/01/2012
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,08/01/2012
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,09/01/2012
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,10/01/2012
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,11/01/2012
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,12/01/2012
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,13/01/2012
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,14/01/2012
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,15/01/2012
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,16/01/2012
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,17/01/2012
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,18/01/2012
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,19/01/2012
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,20/01/2012
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,21/01/2012
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,22/01/2012
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,23/01/2012
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,24/01/2012
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,25/01/2012
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,26/01/2012
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,27/01/2012
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,28/01/2012
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,29/01/2012
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,30/01/2012
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,31/01/2012
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,01/02/2012
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,02/02/2012
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,03/02/2012
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,04/02/2012
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,05/02/2012
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,06/02/2012
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,07/02/2012
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,08/02/2012
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,09/02/2012
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,10/02/2012
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,11/02/2012
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,12/02/2012
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,13/02/2012
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,14/02/2012
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,15/02/2012
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,16/02/2012
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,17/02/2012
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,18/02/2012
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,19/02/2012
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,20/02/2012
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,21/02/2012
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,22/02/2012
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,23/02/2012
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,24/02/2012
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,25/02/2012
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,26/02/2012
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,27/02/2012
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,28/02/2012
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,29/02/2012
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,01/03/2012
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,02/03/2012
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,03/03/2012
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,04/03/2012
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,05/03/2012
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,06/03/2012
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,07/03/2012
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,08/03/2012
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,09/03/2012
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,10/03/2012
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,11/03/2012
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,12/03/2012
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,13/03/2012
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,14/03/2012
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,15/03/2012
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,16/03/2012
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,17/03/2012
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,18/03/2012
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,19/03/2012
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,20/03/2012
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,21/03/2012
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,22/03/2012
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,23/03/2012
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,24/03/2012
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,25/03/2012
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,26/03/2012
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,27/03/2012
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,28/03/2012
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,29/03/2012
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,30/03/2012
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,31/03/2012
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,01/04/2012
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,02/04/2012
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,03/04/2012
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,04/04/2012
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,05/04/2012
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,06/04/2012
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,07/04/2012
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,08/04/2012
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,09/04/2012
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,10/04/2012
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,11/04/2012
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,12/04/2012
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,13/04/2012
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,14/04/2012
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,15/04/2012
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,16/04/2012
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,17/04/2012
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,18/04/2012
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,19/04/2012
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,20/04/2012
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,21/04/2012
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,22/04/2012
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,23/04/2012
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,24/04/2012
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,25/04/2012
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,26/04/2012
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,27/04/2012
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,28/04/2012
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,29/04/2012
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,30/04/2012
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,01/05/2012
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,02/05/2012
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,03/05/2012
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,04/05/2012
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,05/05/2012
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,06/05/2012
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,07/05/2012
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,08/05/2012
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,09/05/2012
